iso_o,iso_d,TIME_PERIOD,rta
BEL,MMR,2006,0
BEL,MMR,2007,0
BEL,MMR,2008,0
BEL,MMR,2009,0
BEL,MMR,2010,0
BEL,MMR,2011,0
BEL,MMR,2012,0
BEL,MMR,2013,0
BEL,MMR,2014,0
BEL,MMR,2015,0
BEL,MMR,2016,0
BEL,MMR,2017,0
BEL,MMR,2018,0
BEL,MMR,2019,0
BEL,MMR,2020,0
BEL,MYS,2000,0
BEL,MYS,2001,0
BEL,MYS,2002,0
BEL,MYS,2003,0
BEL,MYS,2004,0
BEL,MYS,2005,0
BEL,MYS,2006,0
BEL,MYS,2007,0
BEL,MYS,2008,0
BEL,MYS,2009,0
BEL,MYS,2010,0
BEL,MYS,2011,0
BEL,MYS,2012,0
BEL,MYS,2013,0
BEL,MYS,2014,0
BEL,MYS,2015,0
BEL,MYS,2016,0
BEL,MYS,2017,0
BEL,MYS,2018,0
BEL,MYS,2019,0
BEL,MYS,2020,0
BEL,NGA,2000,0
BEL,NGA,2001,0
BEL,NGA,2002,0
BEL,NGA,2003,0
BEL,NGA,2004,0
BEL,NGA,2005,0
BEL,NGA,2006,0
BEL,NGA,2007,0
BEL,NGA,2008,0
BEL,NGA,2009,0
BEL,NGA,2010,0
BEL,NGA,2011,0
BEL,NGA,2012,0
BEL,NGA,2013,0
BEL,NGA,2014,0
BEL,NGA,2015,0
BEL,NGA,2016,0
BEL,NGA,2017,0
BEL,NGA,2018,0
BEL,NGA,2019,0
BEL,NGA,2020,0
BEL,NLD,2000,1
BEL,NLD,2001,1
BEL,NLD,2002,1
BEL,NLD,2003,1
BEL,NLD,2004,1
BEL,NLD,2005,1
BEL,NLD,2006,1
BEL,NLD,2007,1
BEL,NLD,2008,1
BEL,NLD,2009,1
BEL,NLD,2010,1
BEL,NLD,2011,1
BEL,NLD,2012,1
BEL,NLD,2013,1
BEL,NLD,2014,1
BEL,NLD,2015,1
BEL,NLD,2016,1
BEL,NLD,2017,1
BEL,NLD,2018,1
BEL,NLD,2019,1
BEL,NLD,2020,1
BEL,NOR,2000,1
BEL,NOR,2001,1
BEL,NOR,2002,1
BEL,NOR,2003,1
BEL,NOR,2004,1
BEL,NOR,2005,1
BEL,NOR,2006,1
BEL,NOR,2007,1
BEL,NOR,2008,1
BEL,NOR,2009,1
BEL,NOR,2010,1
BEL,NOR,2011,1
BEL,NOR,2012,1
BEL,NOR,2013,1
BEL,NOR,2014,1
BEL,NOR,2015,1
BEL,NOR,2016,1
BEL,NOR,2017,1
BEL,NOR,2018,1
BEL,NOR,2019,1
BEL,NOR,2020,1
BEL,NZL,2000,0
BEL,NZL,2001,0
BEL,NZL,2002,0
BEL,NZL,2003,0
BEL,NZL,2004,0
BEL,NZL,2005,0
BEL,NZL,2006,0
BEL,NZL,2007,0
BEL,NZL,2008,0
BEL,NZL,2009,0
BEL,NZL,2010,0
BEL,NZL,2011,0
BEL,NZL,2012,0
BEL,NZL,2013,0
BEL,NZL,2014,0
BEL,NZL,2015,0
BEL,NZL,2016,0
BEL,NZL,2017,0
BEL,NZL,2018,0
BEL,NZL,2019,0
BEL,NZL,2020,0
BEL,PAK,2000,0
BEL,PAK,2001,0
BEL,PAK,2002,0
BEL,PAK,2003,0
BEL,PAK,2004,0
BEL,PAK,2005,0
BEL,PAK,2006,0
BEL,PAK,2007,0
BEL,PAK,2008,0
BEL,PAK,2009,0
BEL,PAK,2010,0
BEL,PAK,2011,0
BEL,PAK,2012,0
BEL,PAK,2013,0
BEL,PAK,2014,0
BEL,PAK,2015,0
BEL,PAK,2016,0
BEL,PAK,2017,0
BEL,PAK,2018,0
BEL,PAK,2019,0
BEL,PAK,2020,0
BEL,PER,2000,0
BEL,PER,2001,0
BEL,PER,2002,0
BEL,PER,2003,0
BEL,PER,2004,0
BEL,PER,2005,0
BEL,PER,2006,0
BEL,PER,2007,0
BEL,PER,2008,0
BEL,PER,2009,0
BEL,PER,2010,0
BEL,PER,2011,0
BEL,PER,2012,0
BEL,PER,2013,1
BEL,PER,2014,1
BEL,PER,2015,1
BEL,PER,2016,1
BEL,PER,2017,1
BEL,PER,2018,1
BEL,PER,2019,1
BEL,PER,2020,1
BEL,PHL,2000,0
BEL,PHL,2001,0
BEL,PHL,2002,0
BEL,PHL,2003,0
BEL,PHL,2004,0
BEL,PHL,2005,0
BEL,PHL,2006,0
BEL,PHL,2007,0
BEL,PHL,2008,0
BEL,PHL,2009,0
BEL,PHL,2010,0
BEL,PHL,2011,0
BEL,PHL,2012,0
BEL,PHL,2013,0
BEL,PHL,2014,0
BEL,PHL,2015,0
BEL,PHL,2016,0
BEL,PHL,2017,0
BEL,PHL,2018,0
BEL,PHL,2019,0
BEL,PHL,2020,0
BEL,POL,2000,1
BEL,POL,2001,1
BEL,POL,2002,1
BEL,POL,2003,1
BEL,POL,2004,1
BEL,POL,2005,1
BEL,POL,2006,1
BEL,POL,2007,1
BEL,POL,2008,1
BEL,POL,2009,1
BEL,POL,2010,1
BEL,POL,2011,1
BEL,POL,2012,1
BEL,POL,2013,1
BEL,POL,2014,1
BEL,POL,2015,1
BEL,POL,2016,1
BEL,POL,2017,1
BEL,POL,2018,1
BEL,POL,2019,1
BEL,POL,2020,1
BEL,PRT,2000,1
BEL,PRT,2001,1
BEL,PRT,2002,1
BEL,PRT,2003,1
BEL,PRT,2004,1
BEL,PRT,2005,1
BEL,PRT,2006,1
BEL,PRT,2007,1
BEL,PRT,2008,1
BEL,PRT,2009,1
BEL,PRT,2010,1
BEL,PRT,2011,1
BEL,PRT,2012,1
BEL,PRT,2013,1
BEL,PRT,2014,1
BEL,PRT,2015,1
BEL,PRT,2016,1
BEL,PRT,2017,1
BEL,PRT,2018,1
BEL,PRT,2019,1
BEL,PRT,2020,1
BEL,RUS,2000,0
BEL,RUS,2001,0
BEL,RUS,2002,0
BEL,RUS,2003,0
BEL,RUS,2004,0
BEL,RUS,2005,0
BEL,RUS,2006,0
BEL,RUS,2007,0
BEL,RUS,2008,0
BEL,RUS,2009,0
BEL,RUS,2010,0
BEL,RUS,2011,0
BEL,RUS,2012,0
BEL,RUS,2013,0
BEL,RUS,2014,0
BEL,RUS,2015,0
BEL,RUS,2016,0
BEL,RUS,2017,0
BEL,RUS,2018,0
BEL,RUS,2019,0
BEL,RUS,2020,0
BEL,SAU,2000,0
BEL,SAU,2001,0
BEL,SAU,2002,0
BEL,SAU,2003,0
BEL,SAU,2004,0
BEL,SAU,2005,0
BEL,SAU,2006,0
BEL,SAU,2007,0
BEL,SAU,2008,0
BEL,SAU,2009,0
BEL,SAU,2010,0
BEL,SAU,2011,0
BEL,SAU,2012,0
BEL,SAU,2013,0
BEL,SAU,2014,0
BEL,SAU,2015,0
BEL,SAU,2016,0
BEL,SAU,2017,0
BEL,SAU,2018,0
BEL,SAU,2019,0
BEL,SAU,2020,0
BEL,SEN,2000,0
BEL,SEN,2001,0
BEL,SEN,2002,0
BEL,SEN,2003,0
BEL,SEN,2004,0
BEL,SEN,2005,0
BEL,SEN,2006,0
BEL,SEN,2007,0
BEL,SEN,2008,0
BEL,SEN,2009,0
BEL,SEN,2010,0
BEL,SEN,2011,0
BEL,SEN,2012,0
BEL,SEN,2013,0
BEL,SEN,2014,0
BEL,SEN,2015,0
BEL,SEN,2016,0
BEL,SEN,2017,0
BEL,SEN,2018,0
BEL,SEN,2019,0
BEL,SEN,2020,0
BEL,SGP,2000,0
BEL,SGP,2001,0
BEL,SGP,2002,0
BEL,SGP,2003,0
BEL,SGP,2004,0
BEL,SGP,2005,0
BEL,SGP,2006,0
BEL,SGP,2007,0
BEL,SGP,2008,0
BEL,SGP,2009,0
BEL,SGP,2010,0
BEL,SGP,2011,0
BEL,SGP,2012,0
BEL,SGP,2013,0
BEL,SGP,2014,0
BEL,SGP,2015,0
BEL,SGP,2016,0
BEL,SGP,2017,0
BEL,SGP,2018,0
BEL,SGP,2019,1
BEL,SGP,2020,1
BEL,SVK,2000,1
BEL,SVK,2001,1
BEL,SVK,2002,1
BEL,SVK,2003,1
BEL,SVK,2004,1
BEL,SVK,2005,1
BEL,SVK,2006,1
BEL,SVK,2007,1
BEL,SVK,2008,1
BEL,SVK,2009,1
BEL,SVK,2010,1
BEL,SVK,2011,1
BEL,SVK,2012,1
BEL,SVK,2013,1
BEL,SVK,2014,1
BEL,SVK,2015,1
BEL,SVK,2016,1
BEL,SVK,2017,1
BEL,SVK,2018,1
BEL,SVK,2019,1
BEL,SVK,2020,1
BEL,SVN,2000,1
BEL,SVN,2001,1
BEL,SVN,2002,1
BEL,SVN,2003,1
BEL,SVN,2004,1
BEL,SVN,2005,1
BEL,SVN,2006,1
BEL,SVN,2007,1
BEL,SVN,2008,1
BEL,SVN,2009,1
BEL,SVN,2010,1
BEL,SVN,2011,1
BEL,SVN,2012,1
BEL,SVN,2013,1
BEL,SVN,2014,1
BEL,SVN,2015,1
BEL,SVN,2016,1
BEL,SVN,2017,1
BEL,SVN,2018,1
BEL,SVN,2019,1
BEL,SVN,2020,1
BEL,SWE,2000,1
BEL,SWE,2001,1
BEL,SWE,2002,1
BEL,SWE,2003,1
BEL,SWE,2004,1
BEL,SWE,2005,1
BEL,SWE,2006,1
BEL,SWE,2007,1
BEL,SWE,2008,1
BEL,SWE,2009,1
BEL,SWE,2010,1
BEL,SWE,2011,1
BEL,SWE,2012,1
BEL,SWE,2013,1
BEL,SWE,2014,1
BEL,SWE,2015,1
BEL,SWE,2016,1
BEL,SWE,2017,1
BEL,SWE,2018,1
BEL,SWE,2019,1
BEL,SWE,2020,1
BEL,THA,2000,0
BEL,THA,2001,0
BEL,THA,2002,0
BEL,THA,2003,0
BEL,THA,2004,0
BEL,THA,2005,0
BEL,THA,2006,0
BEL,THA,2007,0
BEL,THA,2008,0
BEL,THA,2009,0
BEL,THA,2010,0
BEL,THA,2011,0
BEL,THA,2012,0
BEL,THA,2013,0
BEL,THA,2014,0
BEL,THA,2015,0
BEL,THA,2016,0
BEL,THA,2017,0
BEL,THA,2018,0
BEL,THA,2019,0
BEL,THA,2020,0
BEL,TUN,2000,1
BEL,TUN,2001,1
BEL,TUN,2002,1
BEL,TUN,2003,1
BEL,TUN,2004,1
BEL,TUN,2005,1
BEL,TUN,2006,1
BEL,TUN,2007,1
BEL,TUN,2008,1
BEL,TUN,2009,1
BEL,TUN,2010,1
BEL,TUN,2011,1
BEL,TUN,2012,1
BEL,TUN,2013,1
BEL,TUN,2014,1
BEL,TUN,2015,1
BEL,TUN,2016,1
BEL,TUN,2017,1
BEL,TUN,2018,1
BEL,TUN,2019,1
BEL,TUN,2020,1
BEL,TUR,2000,1
BEL,TUR,2001,1
BEL,TUR,2002,1
BEL,TUR,2003,1
BEL,TUR,2004,1
BEL,TUR,2005,1
BEL,TUR,2006,1
BEL,TUR,2007,1
BEL,TUR,2008,1
BEL,TUR,2009,1
BEL,TUR,2010,1
BEL,TUR,2011,1
BEL,TUR,2012,1
BEL,TUR,2013,1
BEL,TUR,2014,1
BEL,TUR,2015,1
BEL,TUR,2016,1
BEL,TUR,2017,1
BEL,TUR,2018,1
BEL,TUR,2019,1
BEL,TUR,2020,1
BEL,UKR,2000,0
BEL,UKR,2001,0
BEL,UKR,2002,0
BEL,UKR,2003,0
BEL,UKR,2004,0
BEL,UKR,2005,0
BEL,UKR,2006,0
BEL,UKR,2007,0
BEL,UKR,2008,0
BEL,UKR,2009,0
BEL,UKR,2010,0
BEL,UKR,2011,0
BEL,UKR,2012,0
BEL,UKR,2013,0
BEL,UKR,2014,1
BEL,UKR,2015,1
BEL,UKR,2016,1
BEL,UKR,2017,1
BEL,UKR,2018,1
BEL,UKR,2019,1
BEL,UKR,2020,1
BEL,USA,2000,0
BEL,USA,2001,0
BEL,USA,2002,0
BEL,USA,2003,0
BEL,USA,2004,0
BEL,USA,2005,0
BEL,USA,2006,0
BEL,USA,2007,0
BEL,USA,2008,0
BEL,USA,2009,0
BEL,USA,2010,0
BEL,USA,2011,0
BEL,USA,2012,0
BEL,USA,2013,0
BEL,USA,2014,0
BEL,USA,2015,0
BEL,USA,2016,0
BEL,USA,2017,0
BEL,USA,2018,0
BEL,USA,2019,0
BEL,USA,2020,0
BEL,VNM,2000,0
BEL,VNM,2001,0
BEL,VNM,2002,0
BEL,VNM,2003,0
BEL,VNM,2004,0
BEL,VNM,2005,0
BEL,VNM,2006,0
BEL,VNM,2007,0
BEL,VNM,2008,0
BEL,VNM,2009,0
BEL,VNM,2010,0
BEL,VNM,2011,0
BEL,VNM,2012,0
BEL,VNM,2013,0
BEL,VNM,2014,0
BEL,VNM,2015,0
BEL,VNM,2016,0
BEL,VNM,2017,0
BEL,VNM,2018,0
BEL,VNM,2019,0
BEL,VNM,2020,1
BEL,ZAF,2000,1
BEL,ZAF,2001,1
BEL,ZAF,2002,1
BEL,ZAF,2003,1
BEL,ZAF,2004,1
BEL,ZAF,2005,1
BEL,ZAF,2006,1
BEL,ZAF,2007,1
BEL,ZAF,2008,1
BEL,ZAF,2009,1
BEL,ZAF,2010,1
BEL,ZAF,2011,1
BEL,ZAF,2012,1
BEL,ZAF,2013,1
BEL,ZAF,2014,1
BEL,ZAF,2015,1
BEL,ZAF,2016,1
BEL,ZAF,2017,1
BEL,ZAF,2018,1
BEL,ZAF,2019,1
BEL,ZAF,2020,1
BGD,ARG,2000,1
BGD,ARG,2001,1
BGD,ARG,2002,1
BGD,ARG,2003,1
BGD,ARG,2004,1
BGD,ARG,2005,1
BGD,ARG,2006,1
BGD,ARG,2007,1
BGD,ARG,2008,1
BGD,ARG,2009,1
BGD,ARG,2010,1
BGD,ARG,2011,1
BGD,ARG,2012,1
BGD,ARG,2013,1
BGD,ARG,2014,1
BGD,ARG,2015,1
BGD,ARG,2016,1
BGD,ARG,2017,1
BGD,ARG,2018,1
BGD,ARG,2019,1
BGD,ARG,2020,1
BGD,AUS,2000,0
BGD,AUS,2001,0
BGD,AUS,2002,0
BGD,AUS,2003,0
BGD,AUS,2004,0
BGD,AUS,2005,0
BGD,AUS,2006,0
BGD,AUS,2007,0
BGD,AUS,2008,0
BGD,AUS,2009,0
BGD,AUS,2010,0
BGD,AUS,2011,0
BGD,AUS,2012,0
BGD,AUS,2013,0
BGD,AUS,2014,0
BGD,AUS,2015,0
BGD,AUS,2016,0
BGD,AUS,2017,0
BGD,AUS,2018,0
BGD,AUS,2019,0
BGD,AUS,2020,0
BGD,AUT,2000,0
BGD,AUT,2001,0
BGD,AUT,2002,0
BGD,AUT,2003,0
BGD,AUT,2004,0
BGD,AUT,2005,0
BGD,AUT,2006,0
BGD,AUT,2007,0
BGD,AUT,2008,0
BGD,AUT,2009,0
BGD,AUT,2010,0
BGD,AUT,2011,0
BGD,AUT,2012,0
BGD,AUT,2013,0
BGD,AUT,2014,0
BGD,AUT,2015,0
BGD,AUT,2016,0
BGD,AUT,2017,0
BGD,AUT,2018,0
BGD,AUT,2019,0
BGD,AUT,2020,0
BGD,BEL,2000,0
BGD,BEL,2001,0
BGD,BEL,2002,0
BGD,BEL,2003,0
BGD,BEL,2004,0
BGD,BEL,2005,0
BGD,BEL,2006,0
BGD,BEL,2007,0
BGD,BEL,2008,0
BGD,BEL,2009,0
BGD,BEL,2010,0
BGD,BEL,2011,0
BGD,BEL,2012,0
BGD,BEL,2013,0
BGD,BEL,2014,0
BGD,BEL,2015,0
BGD,BEL,2016,0
BGD,BEL,2017,0
BGD,BEL,2018,0
BGD,BEL,2019,0
BGD,BEL,2020,0
BGD,BGR,2000,0
BGD,BGR,2001,0
BGD,BGR,2002,0
BGD,BGR,2003,0
BGD,BGR,2004,0
BGD,BGR,2005,0
BGD,BGR,2006,0
BGD,BGR,2007,0
BGD,BGR,2008,0
BGD,BGR,2009,0
BGD,BGR,2010,0
BGD,BGR,2011,0
BGD,BGR,2012,0
BGD,BGR,2013,0
BGD,BGR,2014,0
BGD,BGR,2015,0
BGD,BGR,2016,0
BGD,BGR,2017,0
BGD,BGR,2018,0
BGD,BGR,2019,0
BGD,BGR,2020,0
BGD,BLR,2000,0
BGD,BLR,2001,0
BGD,BLR,2002,0
BGD,BLR,2003,0
BGD,BLR,2004,0
BGD,BLR,2005,0
BGD,BLR,2006,0
BGD,BLR,2007,0
BGD,BLR,2008,0
BGD,BLR,2009,0
BGD,BLR,2010,0
BGD,BLR,2011,0
BGD,BLR,2012,0
BGD,BLR,2013,0
BGD,BLR,2014,0
BGD,BLR,2015,0
BGD,BLR,2016,0
BGD,BLR,2017,0
BGD,BLR,2018,0
BGD,BLR,2019,0
BGD,BLR,2020,0
BGD,BRA,2000,1
BGD,BRA,2001,1
BGD,BRA,2002,1
BGD,BRA,2003,1
BGD,BRA,2004,1
BGD,BRA,2005,1
BGD,BRA,2006,1
BGD,BRA,2007,1
BGD,BRA,2008,1
BGD,BRA,2009,1
BGD,BRA,2010,1
BGD,BRA,2011,1
BGD,BRA,2012,1
BGD,BRA,2013,1
BGD,BRA,2014,1
BGD,BRA,2015,1
BGD,BRA,2016,1
BGD,BRA,2017,1
BGD,BRA,2018,1
BGD,BRA,2019,1
BGD,BRA,2020,1
BGD,BRN,2000,0
BGD,BRN,2001,0
BGD,BRN,2002,0
BGD,BRN,2003,0
BGD,BRN,2004,0
BGD,BRN,2005,0
BGD,BRN,2006,0
BGD,BRN,2007,0
BGD,BRN,2008,0
BGD,BRN,2009,0
BGD,BRN,2010,0
BGD,BRN,2011,0
BGD,BRN,2012,0
BGD,BRN,2013,0
BGD,BRN,2014,0
BGD,BRN,2015,0
BGD,BRN,2016,0
BGD,BRN,2017,0
BGD,BRN,2018,0
BGD,BRN,2019,0
BGD,BRN,2020,0
BGD,CAN,2000,0
BGD,CAN,2001,0
BGD,CAN,2002,0
BGD,CAN,2003,0
BGD,CAN,2004,0
BGD,CAN,2005,0
BGD,CAN,2006,0
BGD,CAN,2007,0
BGD,CAN,2008,0
BGD,CAN,2009,0
BGD,CAN,2010,0
BGD,CAN,2011,0
BGD,CAN,2012,0
BGD,CAN,2013,0
BGD,CAN,2014,0
BGD,CAN,2015,0
BGD,CAN,2016,0
BGD,CAN,2017,0
BGD,CAN,2018,0
BGD,CAN,2019,0
BGD,CAN,2020,0
BGD,CHE,2000,0
BGD,CHE,2001,0
BGD,CHE,2002,0
BGD,CHE,2003,0
BGD,CHE,2004,0
BGD,CHE,2005,0
BGD,CHE,2006,0
BGD,CHE,2007,0
BGD,CHE,2008,0
BGD,CHE,2009,0
BGD,CHE,2010,0
BGD,CHE,2011,0
BGD,CHE,2012,0
BGD,CHE,2013,0
BGD,CHE,2014,0
BGD,CHE,2015,0
BGD,CHE,2016,0
BGD,CHE,2017,0
BGD,CHE,2018,0
BGD,CHE,2019,0
BGD,CHE,2020,0
BGD,CHL,2000,1
BGD,CHL,2001,1
BGD,CHL,2002,1
BGD,CHL,2003,1
BGD,CHL,2004,1
BGD,CHL,2005,1
BGD,CHL,2006,1
BGD,CHL,2007,1
BGD,CHL,2008,1
BGD,CHL,2009,1
BGD,CHL,2010,1
BGD,CHL,2011,1
BGD,CHL,2012,1
BGD,CHL,2013,1
BGD,CHL,2014,1
BGD,CHL,2015,1
BGD,CHL,2016,1
BGD,CHL,2017,1
BGD,CHL,2018,1
BGD,CHL,2019,1
BGD,CHL,2020,1
BGD,CHN,2000,0
BGD,CHN,2001,0
BGD,CHN,2002,1
BGD,CHN,2003,1
BGD,CHN,2004,1
BGD,CHN,2005,1
BGD,CHN,2006,1
BGD,CHN,2007,1
BGD,CHN,2008,1
BGD,CHN,2009,1
BGD,CHN,2010,1
BGD,CHN,2011,1
BGD,CHN,2012,1
BGD,CHN,2013,1
BGD,CHN,2014,1
BGD,CHN,2015,1
BGD,CHN,2016,1
BGD,CHN,2017,1
BGD,CHN,2018,1
BGD,CHN,2019,1
BGD,CHN,2020,1
BGD,CIV,2000,0
BGD,CIV,2001,0
BGD,CIV,2002,0
BGD,CIV,2003,0
BGD,CIV,2004,0
BGD,CIV,2005,0
BGD,CIV,2006,0
BGD,CIV,2007,0
BGD,CIV,2008,0
BGD,CIV,2009,0
BGD,CIV,2010,0
BGD,CIV,2011,0
BGD,CIV,2012,0
BGD,CIV,2013,0
BGD,CIV,2014,0
BGD,CIV,2015,0
BGD,CIV,2016,0
BGD,CIV,2017,0
BGD,CIV,2018,0
BGD,CIV,2019,0
BGD,CIV,2020,0
BGD,CMR,2000,1
BGD,CMR,2001,1
BGD,CMR,2002,1
BGD,CMR,2003,1
BGD,CMR,2004,1
BGD,CMR,2005,1
BGD,CMR,2006,1
BGD,CMR,2007,1
BGD,CMR,2008,1
BGD,CMR,2009,1
BGD,CMR,2010,1
BGD,CMR,2011,1
BGD,CMR,2012,1
BGD,CMR,2013,1
BGD,CMR,2014,1
BGD,CMR,2015,1
BGD,CMR,2016,1
BGD,CMR,2017,1
BGD,CMR,2018,1
BGD,CMR,2019,1
BGD,CMR,2020,1
BGD,COL,2000,1
BGD,COL,2001,1
BGD,COL,2002,1
BGD,COL,2003,1
BGD,COL,2004,1
BGD,COL,2005,1
BGD,COL,2006,1
BGD,COL,2007,1
BGD,COL,2008,1
BGD,COL,2009,1
BGD,COL,2010,1
BGD,COL,2011,1
BGD,COL,2012,1
BGD,COL,2013,1
BGD,COL,2014,1
BGD,COL,2015,1
BGD,COL,2016,1
BGD,COL,2017,1
BGD,COL,2018,1
BGD,COL,2019,1
BGD,COL,2020,1
BGD,CRI,2000,0
BGD,CRI,2001,0
BGD,CRI,2002,0
BGD,CRI,2003,0
BGD,CRI,2004,0
BGD,CRI,2005,0
BGD,CRI,2006,0
BGD,CRI,2007,0
BGD,CRI,2008,0
BGD,CRI,2009,0
BGD,CRI,2010,0
BGD,CRI,2011,0
BGD,CRI,2012,0
BGD,CRI,2013,0
BGD,CRI,2014,0
BGD,CRI,2015,0
BGD,CRI,2016,0
BGD,CRI,2017,0
BGD,CRI,2018,0
BGD,CRI,2019,0
BGD,CRI,2020,0
BGD,CYP,2000,0
BGD,CYP,2001,0
BGD,CYP,2002,0
BGD,CYP,2003,0
BGD,CYP,2004,0
BGD,CYP,2005,0
BGD,CYP,2006,0
BGD,CYP,2007,0
BGD,CYP,2008,0
BGD,CYP,2009,0
BGD,CYP,2010,0
BGD,CYP,2011,0
BGD,CYP,2012,0
BGD,CYP,2013,0
BGD,CYP,2014,0
BGD,CYP,2015,0
BGD,CYP,2016,0
BGD,CYP,2017,0
BGD,CYP,2018,0
BGD,CYP,2019,0
BGD,CYP,2020,0
BGD,CZE,2000,0
BGD,CZE,2001,0
BGD,CZE,2002,0
BGD,CZE,2003,0
BGD,CZE,2004,0
BGD,CZE,2005,0
BGD,CZE,2006,0
BGD,CZE,2007,0
BGD,CZE,2008,0
BGD,CZE,2009,0
BGD,CZE,2010,0
BGD,CZE,2011,0
BGD,CZE,2012,0
BGD,CZE,2013,0
BGD,CZE,2014,0
BGD,CZE,2015,0
BGD,CZE,2016,0
BGD,CZE,2017,0
BGD,CZE,2018,0
BGD,CZE,2019,0
BGD,CZE,2020,0
BGD,DEU,2000,0
BGD,DEU,2001,0
BGD,DEU,2002,0
BGD,DEU,2003,0
BGD,DEU,2004,0
BGD,DEU,2005,0
BGD,DEU,2006,0
BGD,DEU,2007,0
BGD,DEU,2008,0
BGD,DEU,2009,0
BGD,DEU,2010,0
BGD,DEU,2011,0
BGD,DEU,2012,0
BGD,DEU,2013,0
BGD,DEU,2014,0
BGD,DEU,2015,0
BGD,DEU,2016,0
BGD,DEU,2017,0
BGD,DEU,2018,0
BGD,DEU,2019,0
BGD,DEU,2020,0
BGD,DNK,2000,0
BGD,DNK,2001,0
BGD,DNK,2002,0
BGD,DNK,2003,0
BGD,DNK,2004,0
BGD,DNK,2005,0
BGD,DNK,2006,0
BGD,DNK,2007,0
BGD,DNK,2008,0
BGD,DNK,2009,0
BGD,DNK,2010,0
BGD,DNK,2011,0
BGD,DNK,2012,0
BGD,DNK,2013,0
BGD,DNK,2014,0
BGD,DNK,2015,0
BGD,DNK,2016,0
BGD,DNK,2017,0
BGD,DNK,2018,0
BGD,DNK,2019,0
BGD,DNK,2020,0
BGD,EGY,2000,1
BGD,EGY,2001,1
BGD,EGY,2002,1
BGD,EGY,2003,1
BGD,EGY,2004,1
BGD,EGY,2005,1
BGD,EGY,2006,1
BGD,EGY,2007,1
BGD,EGY,2008,1
BGD,EGY,2009,1
BGD,EGY,2010,1
BGD,EGY,2011,1
BGD,EGY,2012,1
BGD,EGY,2013,1
BGD,EGY,2014,1
BGD,EGY,2015,1
BGD,EGY,2016,1
BGD,EGY,2017,1
BGD,EGY,2018,1
BGD,EGY,2019,1
BGD,EGY,2020,1
BGD,ESP,2000,0
BGD,ESP,2001,0
BGD,ESP,2002,0
BGD,ESP,2003,0
BGD,ESP,2004,0
BGD,ESP,2005,0
BGD,ESP,2006,0
BGD,ESP,2007,0
BGD,ESP,2008,0
BGD,ESP,2009,0
BGD,ESP,2010,0
BGD,ESP,2011,0
BGD,ESP,2012,0
BGD,ESP,2013,0
BGD,ESP,2014,0
BGD,ESP,2015,0
BGD,ESP,2016,0
BGD,ESP,2017,0
BGD,ESP,2018,0
BGD,ESP,2019,0
BGD,ESP,2020,0
BGD,EST,2000,0
BGD,EST,2001,0
BGD,EST,2002,0
BGD,EST,2003,0
BGD,EST,2004,0
BGD,EST,2005,0
BGD,EST,2006,0
BGD,EST,2007,0
BGD,EST,2008,0
BGD,EST,2009,0
BGD,EST,2010,0
BGD,EST,2011,0
BGD,EST,2012,0
BGD,EST,2013,0
BGD,EST,2014,0
BGD,EST,2015,0
BGD,EST,2016,0
BGD,EST,2017,0
BGD,EST,2018,0
BGD,EST,2019,0
BGD,EST,2020,0
BGD,FIN,2000,0
BGD,FIN,2001,0
BGD,FIN,2002,0
BGD,FIN,2003,0
BGD,FIN,2004,0
BGD,FIN,2005,0
BGD,FIN,2006,0
BGD,FIN,2007,0
BGD,FIN,2008,0
BGD,FIN,2009,0
BGD,FIN,2010,0
BGD,FIN,2011,0
BGD,FIN,2012,0
BGD,FIN,2013,0
BGD,FIN,2014,0
BGD,FIN,2015,0
BGD,FIN,2016,0
BGD,FIN,2017,0
BGD,FIN,2018,0
BGD,FIN,2019,0
BGD,FIN,2020,0
BGD,FRA,2000,0
BGD,FRA,2001,0
BGD,FRA,2002,0
BGD,FRA,2003,0
BGD,FRA,2004,0
BGD,FRA,2005,0
BGD,FRA,2006,0
BGD,FRA,2007,0
BGD,FRA,2008,0
BGD,FRA,2009,0
BGD,FRA,2010,0
BGD,FRA,2011,0
BGD,FRA,2012,0
BGD,FRA,2013,0
BGD,FRA,2014,0
BGD,FRA,2015,0
BGD,FRA,2016,0
BGD,FRA,2017,0
BGD,FRA,2018,0
BGD,FRA,2019,0
BGD,FRA,2020,0
BGD,GBR,2000,0
BGD,GBR,2001,0
BGD,GBR,2002,0
BGD,GBR,2003,0
BGD,GBR,2004,0
BGD,GBR,2005,0
BGD,GBR,2006,0
BGD,GBR,2007,0
BGD,GBR,2008,0
BGD,GBR,2009,0
BGD,GBR,2010,0
BGD,GBR,2011,0
BGD,GBR,2012,0
BGD,GBR,2013,0
BGD,GBR,2014,0
BGD,GBR,2015,0
BGD,GBR,2016,0
BGD,GBR,2017,0
BGD,GBR,2018,0
BGD,GBR,2019,0
BGD,GBR,2020,0
BGD,GRC,2000,0
BGD,GRC,2001,0
BGD,GRC,2002,0
BGD,GRC,2003,0
BGD,GRC,2004,0
BGD,GRC,2005,0
BGD,GRC,2006,0
BGD,GRC,2007,0
BGD,GRC,2008,0
BGD,GRC,2009,0
BGD,GRC,2010,0
BGD,GRC,2011,0
BGD,GRC,2012,0
BGD,GRC,2013,0
BGD,GRC,2014,0
BGD,GRC,2015,0
BGD,GRC,2016,0
BGD,GRC,2017,0
