iso_o,iso_d,TIME_PERIOD,OBS_VALUE
LVA,ARG,2008,0.005
LVA,ARG,2009,0.003
LVA,ARG,2010,0.005
LVA,ARG,2011,0.004
LVA,ARG,2012,0.003
LVA,ARG,2013,0.003
LVA,ARG,2014,0.003
LVA,ARG,2015,0.005
LVA,ARG,2016,0.005
LVA,ARG,2017,0.007
LVA,ARG,2018,0.006
LVA,ARG,2019,0.005
LVA,ARG,2020,0.002
MAR,ARG,2000,0.016
MAR,ARG,2001,0.024
MAR,ARG,2002,0.028
MAR,ARG,2003,0.012
MAR,ARG,2004,0.02
MAR,ARG,2005,0.043
MAR,ARG,2006,0.111
MAR,ARG,2007,0.074
MAR,ARG,2008,0.067
MAR,ARG,2009,0.063
MAR,ARG,2010,0.111
MAR,ARG,2011,0.136
MAR,ARG,2012,0.122
MAR,ARG,2013,0.068
MAR,ARG,2014,0.078
MAR,ARG,2015,0.091
MAR,ARG,2016,0.132
MAR,ARG,2017,0.179
MAR,ARG,2018,0.186
MAR,ARG,2019,0.215
MAR,ARG,2020,0.228
MEX,ARG,2000,0.493
MEX,ARG,2001,0.365
MEX,ARG,2002,0.133
MEX,ARG,2003,0.207
MEX,ARG,2004,0.525
MEX,ARG,2005,0.443
MEX,ARG,2006,0.616
MEX,ARG,2007,0.753
MEX,ARG,2008,0.901
MEX,ARG,2009,0.701
MEX,ARG,2010,0.89
MEX,ARG,2011,1.169
MEX,ARG,2012,0.977
MEX,ARG,2013,0.996
MEX,ARG,2014,0.835
MEX,ARG,2015,0.883
MEX,ARG,2016,0.894
MEX,ARG,2017,0.935
MEX,ARG,2018,0.87
MEX,ARG,2019,0.584
MEX,ARG,2020,0.509
MLT,ARG,2000,0.001
MLT,ARG,2001,0.002
MLT,ARG,2002,0.001
MLT,ARG,2003,0.001
MLT,ARG,2004,0.002
MLT,ARG,2005,0.0
MLT,ARG,2006,0.003
MLT,ARG,2007,0.004
MLT,ARG,2008,0.008
MLT,ARG,2009,0.006
MLT,ARG,2010,0.009
MLT,ARG,2011,0.005
MLT,ARG,2012,0.009
MLT,ARG,2013,0.008
MLT,ARG,2014,0.009
MLT,ARG,2015,0.008
MLT,ARG,2016,0.011
MLT,ARG,2017,0.014
MLT,ARG,2018,0.011
MLT,ARG,2019,0.009
MLT,ARG,2020,0.006
MMR,ARG,2000,0.014
MMR,ARG,2001,0.011
MMR,ARG,2002,0.015
MMR,ARG,2003,0.037
MMR,ARG,2004,0.3
MMR,ARG,2005,0.581
MMR,ARG,2006,0.566
MMR,ARG,2007,0.413
MMR,ARG,2008,0.332
MMR,ARG,2009,0.158
MMR,ARG,2010,0.125
MMR,ARG,2011,0.089
MMR,ARG,2012,0.049
MMR,ARG,2013,0.052
MMR,ARG,2014,0.034
MMR,ARG,2015,0.036
MMR,ARG,2016,0.033
MMR,ARG,2017,0.023
MMR,ARG,2018,0.02
MMR,ARG,2019,0.017
MMR,ARG,2020,0.01
MYS,ARG,2000,0.338
MYS,ARG,2001,0.275
MYS,ARG,2002,0.151
MYS,ARG,2003,0.168
MYS,ARG,2004,0.253
MYS,ARG,2005,0.227
MYS,ARG,2006,0.349
MYS,ARG,2007,0.384
MYS,ARG,2008,0.415
MYS,ARG,2009,0.343
MYS,ARG,2010,0.348
MYS,ARG,2011,0.41
MYS,ARG,2012,0.378
MYS,ARG,2013,0.389
MYS,ARG,2014,0.314
MYS,ARG,2015,0.276
MYS,ARG,2016,0.239
MYS,ARG,2017,0.25
MYS,ARG,2018,0.233
MYS,ARG,2019,0.211
MYS,ARG,2020,0.205
NGA,ARG,2000,0.471
NGA,ARG,2001,0.062
NGA,ARG,2002,0.138
NGA,ARG,2003,0.191
NGA,ARG,2004,0.024
NGA,ARG,2005,0.002
NGA,ARG,2006,0.005
NGA,ARG,2007,0.002
NGA,ARG,2008,0.006
NGA,ARG,2009,0.011
NGA,ARG,2010,0.062
NGA,ARG,2011,0.189
NGA,ARG,2012,0.046
NGA,ARG,2013,0.073
NGA,ARG,2014,0.177
NGA,ARG,2015,0.62
NGA,ARG,2016,0.825
NGA,ARG,2017,0.658
NGA,ARG,2018,0.391
NGA,ARG,2019,0.01
NGA,ARG,2020,0.003
NLD,ARG,2000,0.203
NLD,ARG,2001,0.156
NLD,ARG,2002,0.08
NLD,ARG,2003,0.099
NLD,ARG,2004,0.13
NLD,ARG,2005,0.224
NLD,ARG,2006,0.132
NLD,ARG,2007,0.169
NLD,ARG,2008,0.152
NLD,ARG,2009,0.157
NLD,ARG,2010,0.228
NLD,ARG,2011,0.193
NLD,ARG,2012,0.299
NLD,ARG,2013,0.278
NLD,ARG,2014,0.233
NLD,ARG,2015,0.259
NLD,ARG,2016,0.281
NLD,ARG,2017,0.317
NLD,ARG,2018,0.284
NLD,ARG,2019,0.246
NLD,ARG,2020,0.164
NOR,ARG,2000,0.089
NOR,ARG,2001,0.061
NOR,ARG,2002,0.038
NOR,ARG,2003,0.033
NOR,ARG,2004,0.042
NOR,ARG,2005,0.03
NOR,ARG,2006,0.03
NOR,ARG,2007,0.033
NOR,ARG,2008,0.059
NOR,ARG,2009,0.039
NOR,ARG,2010,0.054
NOR,ARG,2011,0.069
NOR,ARG,2012,0.115
NOR,ARG,2013,0.096
NOR,ARG,2014,0.102
NOR,ARG,2015,0.176
NOR,ARG,2016,0.152
NOR,ARG,2017,0.139
NOR,ARG,2018,0.158
NOR,ARG,2019,0.132
NOR,ARG,2020,0.095
NZL,ARG,2000,0.045
NZL,ARG,2001,0.049
NZL,ARG,2002,0.022
NZL,ARG,2003,0.019
NZL,ARG,2004,0.029
NZL,ARG,2005,0.029
NZL,ARG,2006,0.03
NZL,ARG,2007,0.021
NZL,ARG,2008,0.023
NZL,ARG,2009,0.024
NZL,ARG,2010,0.026
NZL,ARG,2011,0.029
NZL,ARG,2012,0.027
NZL,ARG,2013,0.032
NZL,ARG,2014,0.034
NZL,ARG,2015,0.028
NZL,ARG,2016,0.031
NZL,ARG,2017,0.028
NZL,ARG,2018,0.025
NZL,ARG,2019,0.02
NZL,ARG,2020,0.014
PAK,ARG,2000,0.069
PAK,ARG,2001,0.061
PAK,ARG,2002,0.019
PAK,ARG,2003,0.035
PAK,ARG,2004,0.056
PAK,ARG,2005,0.073
PAK,ARG,2006,0.08
PAK,ARG,2007,0.096
PAK,ARG,2008,0.076
PAK,ARG,2009,0.052
PAK,ARG,2010,0.076
PAK,ARG,2011,0.079
PAK,ARG,2012,0.076
PAK,ARG,2013,0.081
PAK,ARG,2014,0.059
PAK,ARG,2015,0.051
PAK,ARG,2016,0.043
PAK,ARG,2017,0.04
PAK,ARG,2018,0.043
PAK,ARG,2019,0.033
PAK,ARG,2020,0.041
PER,ARG,2000,0.033
PER,ARG,2001,0.026
PER,ARG,2002,0.014
PER,ARG,2003,0.018
PER,ARG,2004,0.036
PER,ARG,2005,0.045
PER,ARG,2006,0.062
PER,ARG,2007,0.127
PER,ARG,2008,0.164
PER,ARG,2009,0.125
PER,ARG,2010,0.164
PER,ARG,2011,0.21
PER,ARG,2012,0.17
PER,ARG,2013,0.167
PER,ARG,2014,0.155
PER,ARG,2015,0.155
PER,ARG,2016,0.153
PER,ARG,2017,0.164
PER,ARG,2018,0.185
PER,ARG,2019,0.138
PER,ARG,2020,0.094
PHL,ARG,2000,0.027
PHL,ARG,2001,0.03
PHL,ARG,2002,0.014
PHL,ARG,2003,0.019
PHL,ARG,2004,0.178
PHL,ARG,2005,0.042
PHL,ARG,2006,0.043
PHL,ARG,2007,0.047
PHL,ARG,2008,0.047
PHL,ARG,2009,0.058
PHL,ARG,2010,0.057
PHL,ARG,2011,0.077
PHL,ARG,2012,0.07
PHL,ARG,2013,0.077
PHL,ARG,2014,0.071
PHL,ARG,2015,0.076
PHL,ARG,2016,0.081
PHL,ARG,2017,0.109
PHL,ARG,2018,0.1
PHL,ARG,2019,0.079
PHL,ARG,2020,0.055
POL,ARG,2000,0.234
POL,ARG,2001,0.14
POL,ARG,2002,0.045
POL,ARG,2003,0.13
POL,ARG,2004,0.143
POL,ARG,2005,0.082
POL,ARG,2006,0.143
POL,ARG,2007,0.141
POL,ARG,2008,0.132
POL,ARG,2009,0.084
POL,ARG,2010,0.131
POL,ARG,2011,0.15
POL,ARG,2012,0.163
POL,ARG,2013,0.192
POL,ARG,2014,0.133
POL,ARG,2015,0.141
POL,ARG,2016,0.12
POL,ARG,2017,0.183
POL,ARG,2018,0.176
POL,ARG,2019,0.163
POL,ARG,2020,0.1
PRT,ARG,2000,0.067
PRT,ARG,2001,0.058
PRT,ARG,2002,0.048
PRT,ARG,2003,0.045
PRT,ARG,2004,0.063
PRT,ARG,2005,0.031
PRT,ARG,2006,0.059
PRT,ARG,2007,0.055
PRT,ARG,2008,0.051
PRT,ARG,2009,0.034
PRT,ARG,2010,0.051
PRT,ARG,2011,0.047
PRT,ARG,2012,0.05
PRT,ARG,2013,0.066
PRT,ARG,2014,0.058
PRT,ARG,2015,0.082
PRT,ARG,2016,0.051
PRT,ARG,2017,0.105
PRT,ARG,2018,0.105
PRT,ARG,2019,0.046
PRT,ARG,2020,0.042
RUS,ARG,2000,1.62
RUS,ARG,2001,1.856
RUS,ARG,2002,0.926
RUS,ARG,2003,1.101
RUS,ARG,2004,1.125
RUS,ARG,2005,0.838
RUS,ARG,2006,1.496
RUS,ARG,2007,2.022
RUS,ARG,2008,2.339
RUS,ARG,2009,0.856
RUS,ARG,2010,1.46
RUS,ARG,2011,1.713
RUS,ARG,2012,1.705
RUS,ARG,2013,2.04
RUS,ARG,2014,1.74
RUS,ARG,2015,2.145
RUS,ARG,2016,1.225
RUS,ARG,2017,1.063
RUS,ARG,2018,1.166
RUS,ARG,2019,0.689
RUS,ARG,2020,0.473
SAU,ARG,2000,0.037
SAU,ARG,2001,0.022
SAU,ARG,2002,0.026
SAU,ARG,2003,0.013
SAU,ARG,2004,0.014
SAU,ARG,2005,0.018
SAU,ARG,2006,0.012
SAU,ARG,2007,0.072
SAU,ARG,2008,0.192
SAU,ARG,2009,0.021
SAU,ARG,2010,0.082
SAU,ARG,2011,0.094
SAU,ARG,2012,0.221
SAU,ARG,2013,0.07
SAU,ARG,2014,0.162
SAU,ARG,2015,0.268
SAU,ARG,2016,0.425
SAU,ARG,2017,0.234
SAU,ARG,2018,0.351
SAU,ARG,2019,0.234
SAU,ARG,2020,0.145
SEN,ARG,2000,0.001
SEN,ARG,2001,0.001
SEN,ARG,2002,0.0
SEN,ARG,2003,0.0
SEN,ARG,2004,0.004
SEN,ARG,2005,0.001
SEN,ARG,2006,0.0
SEN,ARG,2007,0.0
SEN,ARG,2008,0.012
SEN,ARG,2009,0.0
SEN,ARG,2010,0.0
SEN,ARG,2011,0.001
SEN,ARG,2012,0.002
SEN,ARG,2013,0.002
SEN,ARG,2014,0.002
SEN,ARG,2015,0.001
SEN,ARG,2016,0.001
SEN,ARG,2017,0.017
SEN,ARG,2018,0.013
SEN,ARG,2019,0.001
SEN,ARG,2020,0.0
SGP,ARG,2000,0.171
SGP,ARG,2001,0.164
SGP,ARG,2002,0.066
SGP,ARG,2003,0.072
SGP,ARG,2004,0.095
SGP,ARG,2005,0.184
SGP,ARG,2006,0.117
SGP,ARG,2007,0.14
SGP,ARG,2008,0.167
SGP,ARG,2009,0.151
SGP,ARG,2010,0.235
SGP,ARG,2011,0.286
SGP,ARG,2012,0.25
SGP,ARG,2013,0.24
SGP,ARG,2014,0.25
SGP,ARG,2015,0.273
SGP,ARG,2016,0.336
SGP,ARG,2017,0.359
SGP,ARG,2018,0.315
SGP,ARG,2019,0.323
SGP,ARG,2020,0.212
SVK,ARG,2000,0.043
SVK,ARG,2001,0.055
SVK,ARG,2002,0.009
SVK,ARG,2003,0.016
SVK,ARG,2004,0.022
SVK,ARG,2005,0.004
SVK,ARG,2006,0.02
SVK,ARG,2007,0.026
SVK,ARG,2008,0.037
SVK,ARG,2009,0.027
SVK,ARG,2010,0.037
SVK,ARG,2011,0.044
SVK,ARG,2012,0.037
SVK,ARG,2013,0.042
SVK,ARG,2014,0.029
SVK,ARG,2015,0.03
SVK,ARG,2016,0.045
SVK,ARG,2017,0.042
SVK,ARG,2018,0.035
SVK,ARG,2019,0.023
SVK,ARG,2020,0.02
SVN,ARG,2000,0.008
SVN,ARG,2001,0.01
SVN,ARG,2002,0.003
SVN,ARG,2003,0.004
SVN,ARG,2004,0.006
SVN,ARG,2005,0.003
SVN,ARG,2006,0.007
SVN,ARG,2007,0.008
SVN,ARG,2008,0.008
SVN,ARG,2009,0.005
SVN,ARG,2010,0.008
SVN,ARG,2011,0.011
SVN,ARG,2012,0.012
SVN,ARG,2013,0.013
SVN,ARG,2014,0.013
SVN,ARG,2015,0.009
SVN,ARG,2016,0.008
SVN,ARG,2017,0.011
SVN,ARG,2018,0.01
SVN,ARG,2019,0.006
SVN,ARG,2020,0.006
SWE,ARG,2000,0.156
SWE,ARG,2001,0.099
SWE,ARG,2002,0.039
SWE,ARG,2003,0.054
SWE,ARG,2004,0.099
SWE,ARG,2005,0.081
SWE,ARG,2006,0.108
SWE,ARG,2007,0.125
SWE,ARG,2008,0.137
SWE,ARG,2009,0.098
SWE,ARG,2010,0.089
SWE,ARG,2011,0.136
SWE,ARG,2012,0.113
SWE,ARG,2013,0.112
SWE,ARG,2014,0.094
SWE,ARG,2015,0.105
SWE,ARG,2016,0.13
SWE,ARG,2017,0.167
SWE,ARG,2018,0.101
SWE,ARG,2019,0.111
SWE,ARG,2020,0.049
THA,ARG,2000,0.312
THA,ARG,2001,0.304
THA,ARG,2002,0.112
THA,ARG,2003,0.146
THA,ARG,2004,0.283
THA,ARG,2005,0.415
THA,ARG,2006,0.578
THA,ARG,2007,0.584
THA,ARG,2008,0.599
THA,ARG,2009,0.527
THA,ARG,2010,0.644
THA,ARG,2011,0.686
THA,ARG,2012,0.829
THA,ARG,2013,0.884
THA,ARG,2014,0.778
THA,ARG,2015,0.799
THA,ARG,2016,0.992
THA,ARG,2017,1.025
THA,ARG,2018,1.09
THA,ARG,2019,0.959
THA,ARG,2020,0.751
TUN,ARG,2000,0.053
TUN,ARG,2001,0.017
TUN,ARG,2002,0.019
TUN,ARG,2003,0.024
TUN,ARG,2004,0.036
TUN,ARG,2005,0.015
TUN,ARG,2006,0.032
TUN,ARG,2007,0.033
TUN,ARG,2008,0.045
TUN,ARG,2009,0.018
TUN,ARG,2010,0.02
TUN,ARG,2011,0.009
TUN,ARG,2012,0.014
TUN,ARG,2013,0.025
TUN,ARG,2014,0.011
TUN,ARG,2015,0.01
TUN,ARG,2016,0.014
TUN,ARG,2017,0.013
TUN,ARG,2018,0.031
TUN,ARG,2019,0.008
TUN,ARG,2020,0.033
TUR,ARG,2000,0.123
TUR,ARG,2001,0.111
TUR,ARG,2002,0.03
TUR,ARG,2003,0.039
TUR,ARG,2004,0.071
TUR,ARG,2005,0.068
TUR,ARG,2006,0.116
TUR,ARG,2007,0.119
TUR,ARG,2008,0.141
TUR,ARG,2009,0.14
TUR,ARG,2010,0.191
TUR,ARG,2011,0.232
TUR,ARG,2012,0.272
TUR,ARG,2013,0.285
TUR,ARG,2014,0.242
TUR,ARG,2015,0.237
TUR,ARG,2016,0.222
TUR,ARG,2017,0.258
TUR,ARG,2018,0.301
TUR,ARG,2019,0.284
TUR,ARG,2020,0.255
UKR,ARG,2000,0.136
UKR,ARG,2001,0.076
UKR,ARG,2002,0.039
UKR,ARG,2003,0.043
UKR,ARG,2004,0.133
UKR,ARG,2005,0.17
UKR,ARG,2006,0.112
UKR,ARG,2007,0.241
UKR,ARG,2008,0.134
UKR,ARG,2009,0.047
UKR,ARG,2010,0.144
UKR,ARG,2011,0.075
UKR,ARG,2012,0.046
UKR,ARG,2013,0.034
UKR,ARG,2014,0.028
UKR,ARG,2015,0.061
UKR,ARG,2016,0.024
UKR,ARG,2017,0.028
UKR,ARG,2018,0.034
UKR,ARG,2019,0.025
UKR,ARG,2020,0.026
USA,ARG,2000,6.883
USA,ARG,2001,5.816
USA,ARG,2002,2.423
USA,ARG,2003,2.765
USA,ARG,2004,3.526
USA,ARG,2005,3.99
USA,ARG,2006,3.861
USA,ARG,2007,4.418
USA,ARG,2008,5.49
USA,ARG,2009,4.467
USA,ARG,2010,5.611
USA,ARG,2011,6.789
USA,ARG,2012,6.516
USA,ARG,2013,6.607
USA,ARG,2014,6.254
USA,ARG,2015,6.161
USA,ARG,2016,6.082
USA,ARG,2017,6.586
USA,ARG,2018,6.312
USA,ARG,2019,4.837
USA,ARG,2020,2.697
VNM,ARG,2000,0.061
VNM,ARG,2001,0.059
VNM,ARG,2002,0.023
VNM,ARG,2003,0.037
VNM,ARG,2004,0.066
VNM,ARG,2005,0.056
VNM,ARG,2006,0.127
VNM,ARG,2007,0.14
VNM,ARG,2008,0.209
VNM,ARG,2009,0.161
VNM,ARG,2010,0.299
VNM,ARG,2011,0.456
VNM,ARG,2012,0.314
VNM,ARG,2013,0.405
VNM,ARG,2014,0.364
VNM,ARG,2015,0.416
VNM,ARG,2016,0.366
VNM,ARG,2017,0.392
VNM,ARG,2018,0.434
VNM,ARG,2019,0.418
VNM,ARG,2020,0.372
ZAF,ARG,2000,0.646
ZAF,ARG,2001,0.958
ZAF,ARG,2002,0.122
ZAF,ARG,2003,0.044
ZAF,ARG,2004,0.098
ZAF,ARG,2005,0.431
ZAF,ARG,2006,0.581
ZAF,ARG,2007,0.558
ZAF,ARG,2008,0.7
ZAF,ARG,2009,0.453
ZAF,ARG,2010,0.461
ZAF,ARG,2011,0.517
ZAF,ARG,2012,0.395
ZAF,ARG,2013,0.373
ZAF,ARG,2014,0.484
ZAF,ARG,2015,0.354
ZAF,ARG,2016,0.46
ZAF,ARG,2017,0.317
ZAF,ARG,2018,0.36
ZAF,ARG,2019,0.229
ZAF,ARG,2020,0.255
ARG,AUS,2000,0.066
ARG,AUS,2001,0.089
ARG,AUS,2002,0.275
ARG,AUS,2003,0.37
ARG,AUS,2004,0.257
ARG,AUS,2005,0.277
ARG,AUS,2006,0.276
ARG,AUS,2007,0.416
ARG,AUS,2008,0.396
ARG,AUS,2009,0.456
ARG,AUS,2010,0.413
ARG,AUS,2011,0.588
ARG,AUS,2012,0.678
ARG,AUS,2013,0.625
ARG,AUS,2014,0.626
ARG,AUS,2015,0.448
ARG,AUS,2016,0.499
ARG,AUS,2017,0.502
ARG,AUS,2018,0.597
ARG,AUS,2019,0.621
ARG,AUS,2020,0.62
AUT,AUS,2000,0.221
AUT,AUS,2001,0.197
AUT,AUS,2002,0.208
AUT,AUS,2003,0.238
AUT,AUS,2004,0.313
AUT,AUS,2005,0.339
AUT,AUS,2006,0.352
AUT,AUS,2007,0.326
AUT,AUS,2008,0.319
AUT,AUS,2009,0.313
AUT,AUS,2010,0.335
AUT,AUS,2011,0.316
AUT,AUS,2012,0.328
AUT,AUS,2013,0.296
AUT,AUS,2014,0.299
AUT,AUS,2015,0.281
AUT,AUS,2016,0.372
AUT,AUS,2017,0.406
AUT,AUS,2018,0.414
AUT,AUS,2019,0.378
AUT,AUS,2020,0.326
BEL,AUS,2000,0.335
BEL,AUS,2001,0.306
BEL,AUS,2002,0.344
BEL,AUS,2003,0.322
BEL,AUS,2004,0.325
BEL,AUS,2005,0.364
BEL,AUS,2006,0.348
BEL,AUS,2007,0.384
BEL,AUS,2008,0.436
BEL,AUS,2009,0.377
BEL,AUS,2010,0.369
BEL,AUS,2011,0.427
BEL,AUS,2012,0.41
BEL,AUS,2013,0.372
BEL,AUS,2014,0.342
BEL,AUS,2015,0.277
BEL,AUS,2016,0.298
BEL,AUS,2017,0.447
BEL,AUS,2018,0.398
BEL,AUS,2019,0.344
BEL,AUS,2020,0.286
BGD,AUS,2000,0.078
BGD,AUS,2001,0.068
BGD,AUS,2002,0.083
BGD,AUS,2003,0.038
BGD,AUS,2004,0.044
BGD,AUS,2005,0.057
BGD,AUS,2006,0.054
BGD,AUS,2007,0.068
BGD,AUS,2008,0.066
BGD,AUS,2009,0.164
BGD,AUS,2010,0.202
BGD,AUS,2011,0.29
BGD,AUS,2012,0.422
BGD,AUS,2013,0.408
BGD,AUS,2014,0.343
BGD,AUS,2015,0.416
BGD,AUS,2016,0.412
BGD,AUS,2017,0.376
BGD,AUS,2018,0.36
BGD,AUS,2019,0.358
BGD,AUS,2020,0.342
BGR,AUS,2000,0.028
BGR,AUS,2001,0.028
BGR,AUS,2002,0.027
BGR,AUS,2003,0.035
BGR,AUS,2004,0.036
BGR,AUS,2005,0.05
BGR,AUS,2006,0.052
BGR,AUS,2007,0.182
BGR,AUS,2008,0.073
BGR,AUS,2009,0.045
BGR,AUS,2010,0.094
BGR,AUS,2011,0.092
BGR,AUS,2012,0.066
BGR,AUS,2013,0.108
BGR,AUS,2014,0.058
BGR,AUS,2015,0.057
BGR,AUS,2016,0.068
BGR,AUS,2017,0.076
BGR,AUS,2018,0.069
BGR,AUS,2019,0.078
BGR,AUS,2020,0.064
BLR,AUS,2000,0.027
BLR,AUS,2001,0.024
BLR,AUS,2002,0.024
BLR,AUS,2003,0.225
BLR,AUS,2004,0.143
BLR,AUS,2005,0.278
BLR,AUS,2006,0.396
BLR,AUS,2007,0.254
BLR,AUS,2008,0.476
BLR,AUS,2009,0.29
BLR,AUS,2010,0.402
BLR,AUS,2011,0.52
BLR,AUS,2012,0.384
BLR,AUS,2013,0.148
BLR,AUS,2014,0.116
BLR,AUS,2015,0.094
BLR,AUS,2016,0.12
BLR,AUS,2017,0.009
BLR,AUS,2018,0.04
BLR,AUS,2019,0.047
BLR,AUS,2020,0.065
BRA,AUS,2000,1.343
BRA,AUS,2001,1.151
BRA,AUS,2002,0.736
BRA,AUS,2003,0.758
BRA,AUS,2004,0.963
BRA,AUS,2005,1.095
BRA,AUS,2006,1.065
BRA,AUS,2007,1.057
BRA,AUS,2008,1.059
BRA,AUS,2009,0.684
BRA,AUS,2010,0.797
BRA,AUS,2011,0.805
BRA,AUS,2012,0.622
BRA,AUS,2013,0.469
BRA,AUS,2014,0.525
BRA,AUS,2015,0.584
BRA,AUS,2016,0.668
BRA,AUS,2017,0.683
BRA,AUS,2018,0.596
BRA,AUS,2019,0.565
BRA,AUS,2020,0.691
BRN,AUS,2000,0.094
BRN,AUS,2001,0.147
BRN,AUS,2002,0.224
BRN,AUS,2003,0.314
BRN,AUS,2004,0.208
BRN,AUS,2005,0.341
BRN,AUS,2006,0.581
BRN,AUS,2007,0.502
BRN,AUS,2008,0.494
BRN,AUS,2009,0.35
BRN,AUS,2010,0.445
BRN,AUS,2011,0.516
BRN,AUS,2012,0.373
BRN,AUS,2013,0.327
BRN,AUS,2014,0.435
BRN,AUS,2015,0.181
BRN,AUS,2016,0.125
BRN,AUS,2017,0.111
BRN,AUS,2018,0.261
BRN,AUS,2019,0.41
BRN,AUS,2020,0.611
CAN,AUS,2000,1.955
CAN,AUS,2001,1.62
CAN,AUS,2002,2.165
CAN,AUS,2003,2.118
CAN,AUS,2004,1.83
CAN,AUS,2005,2.119
CAN,AUS,2006,2.208
CAN,AUS,2007,1.723
CAN,AUS,2008,1.95
CAN,AUS,2009,2.05
CAN,AUS,2010,1.449
CAN,AUS,2011,1.575
CAN,AUS,2012,1.765
CAN,AUS,2013,1.754
CAN,AUS,2014,1.465
CAN,AUS,2015,1.336
CAN,AUS,2016,1.332
CAN,AUS,2017,1.491
CAN,AUS,2018,1.351
CAN,AUS,2019,1.372
CAN,AUS,2020,1.17
CHE,AUS,2000,0.568
CHE,AUS,2001,0.622
CHE,AUS,2002,0.434
CHE,AUS,2003,0.371
CHE,AUS,2004,0.424
CHE,AUS,2005,0.435
CHE,AUS,2006,0.511
CHE,AUS,2007,0.559
CHE,AUS,2008,0.578
CHE,AUS,2009,0.546
CHE,AUS,2010,0.555
CHE,AUS,2011,0.614
CHE,AUS,2012,0.616
CHE,AUS,2013,0.661
CHE,AUS,2014,0.507
CHE,AUS,2015,0.483
CHE,AUS,2016,0.56
CHE,AUS,2017,0.587
CHE,AUS,2018,0.592
CHE,AUS,2019,0.573
CHE,AUS,2020,0.444
CHL,AUS,2000,0.133
CHL,AUS,2001,0.168
CHL,AUS,2002,0.197
CHL,AUS,2003,0.187
CHL,AUS,2004,0.185
CHL,AUS,2005,0.243
CHL,AUS,2006,0.283
CHL,AUS,2007,0.389
CHL,AUS,2008,0.484
CHL,AUS,2009,1.27
CHL,AUS,2010,0.746
CHL,AUS,2011,0.789
CHL,AUS,2012,1.323
CHL,AUS,2013,1.007
CHL,AUS,2014,0.614
CHL,AUS,2015,0.735
CHL,AUS,2016,0.837
CHL,AUS,2017,0.709
CHL,AUS,2018,0.542
CHL,AUS,2019,1.083
CHL,AUS,2020,0.805
CHN,AUS,2000,13.352
CHN,AUS,2001,13.441
CHN,AUS,2002,17.028
CHN,AUS,2003,22.624
CHN,AUS,2004,31.43
CHN,AUS,2005,39.675
CHN,AUS,2006,38.378
CHN,AUS,2007,45.333
CHN,AUS,2008,43.547
CHN,AUS,2009,45.633
CHN,AUS,2010,49.592
CHN,AUS,2011,58.761
CHN,AUS,2012,57.34
CHN,AUS,2013,53.06
CHN,AUS,2014,50.574
CHN,AUS,2015,45.073
CHN,AUS,2016,44.439
CHN,AUS,2017,51.347
CHN,AUS,2018,53.349
CHN,AUS,2019,54.39
CHN,AUS,2020,58.812
CIV,AUS,2000,0.057
CIV,AUS,2001,0.079
CIV,AUS,2002,0.099
CIV,AUS,2003,0.109
CIV,AUS,2004,0.05
CIV,AUS,2005,0.08
CIV,AUS,2006,0.057
CIV,AUS,2007,0.053
CIV,AUS,2008,0.057
CIV,AUS,2009,0.044
CIV,AUS,2010,0.086
CIV,AUS,2011,0.02
CIV,AUS,2012,0.019
CIV,AUS,2013,0.008
CIV,AUS,2014,0.047
CIV,AUS,2015,0.017
CIV,AUS,2016,0.024
CIV,AUS,2017,0.005
CIV,AUS,2018,0.003
CIV,AUS,2019,0.003
CIV,AUS,2020,0.068
CMR,AUS,2000,0.001
CMR,AUS,2001,0.001
CMR,AUS,2002,0.0
CMR,AUS,2003,0.002
CMR,AUS,2004,0.003
CMR,AUS,2005,0.003
CMR,AUS,2006,0.003
CMR,AUS,2007,0.003
CMR,AUS,2008,0.025
CMR,AUS,2009,0.029
CMR,AUS,2010,0.012
CMR,AUS,2011,0.044
CMR,AUS,2012,0.022
CMR,AUS,2013,0.018
CMR,AUS,2014,0.091
CMR,AUS,2015,0.035
CMR,AUS,2016,0.011
CMR,AUS,2017,0.001
CMR,AUS,2018,0.002
CMR,AUS,2019,0.001
CMR,AUS,2020,0.001
COL,AUS,2000,0.153
COL,AUS,2001,0.068
COL,AUS,2002,0.15
COL,AUS,2003,0.286
COL,AUS,2004,0.409
COL,AUS,2005,0.34
COL,AUS,2006,0.481
COL,AUS,2007,0.722
COL,AUS,2008,0.94
COL,AUS,2009,0.336
COL,AUS,2010,0.556
COL,AUS,2011,0.126
COL,AUS,2012,0.087
COL,AUS,2013,0.33
COL,AUS,2014,0.311
COL,AUS,2015,0.297
COL,AUS,2016,0.438
COL,AUS,2017,0.097
COL,AUS,2018,0.09
COL,AUS,2019,0.083
COL,AUS,2020,0.084
CRI,AUS,2000,0.013
CRI,AUS,2001,0.009
CRI,AUS,2002,0.009
CRI,AUS,2003,0.011
CRI,AUS,2004,0.016
CRI,AUS,2005,0.015
CRI,AUS,2006,0.021
CRI,AUS,2007,0.025
CRI,AUS,2008,0.034
CRI,AUS,2009,0.038
CRI,AUS,2010,0.04
CRI,AUS,2011,0.045
CRI,AUS,2012,0.025
CRI,AUS,2013,0.031
CRI,AUS,2014,0.032
CRI,AUS,2015,0.028
CRI,AUS,2016,0.032
CRI,AUS,2017,0.029
CRI,AUS,2018,0.029
CRI,AUS,2019,0.024
CRI,AUS,2020,0.024
