iso_o,iso_d,TIME_PERIOD,OBS_VALUE
CAN,ESP,2008,1.545
CAN,ESP,2009,1.182
CAN,ESP,2010,1.065
CAN,ESP,2011,1.043
CAN,ESP,2012,1.089
CAN,ESP,2013,0.963
CAN,ESP,2014,1.026
CAN,ESP,2015,1.006
CAN,ESP,2016,1.219
CAN,ESP,2017,1.561
CAN,ESP,2018,1.647
CAN,ESP,2019,1.058
CAN,ESP,2020,1.035
CHE,ESP,2000,1.336
CHE,ESP,2001,1.51
CHE,ESP,2002,1.287
CHE,ESP,2003,1.231
CHE,ESP,2004,1.362
CHE,ESP,2005,1.061
CHE,ESP,2006,1.207
CHE,ESP,2007,1.156
CHE,ESP,2008,1.114
CHE,ESP,2009,0.953
CHE,ESP,2010,0.973
CHE,ESP,2011,0.943
CHE,ESP,2012,0.79
CHE,ESP,2013,0.854
CHE,ESP,2014,0.743
CHE,ESP,2015,0.68
CHE,ESP,2016,0.828
CHE,ESP,2017,0.815
CHE,ESP,2018,0.879
CHE,ESP,2019,0.766
CHE,ESP,2020,0.577
CHL,ESP,2000,0.84
CHL,ESP,2001,0.615
CHL,ESP,2002,0.694
CHL,ESP,2003,0.757
CHL,ESP,2004,0.996
CHL,ESP,2005,0.974
CHL,ESP,2006,1.156
CHL,ESP,2007,1.152
CHL,ESP,2008,1.494
CHL,ESP,2009,1.255
CHL,ESP,2010,1.251
CHL,ESP,2011,1.489
CHL,ESP,2012,1.98
CHL,ESP,2013,1.536
CHL,ESP,2014,1.473
CHL,ESP,2015,1.072
CHL,ESP,2016,1.179
CHL,ESP,2017,1.128
CHL,ESP,2018,1.035
CHL,ESP,2019,0.709
CHL,ESP,2020,0.575
CHN,ESP,2000,9.692
CHN,ESP,2001,9.806
CHN,ESP,2002,11.101
CHN,ESP,2003,17.288
CHN,ESP,2004,24.014
CHN,ESP,2005,31.622
CHN,ESP,2006,35.129
CHN,ESP,2007,45.691
CHN,ESP,2008,43.319
CHN,ESP,2009,26.832
CHN,ESP,2010,29.971
CHN,ESP,2011,29.254
CHN,ESP,2012,23.616
CHN,ESP,2013,23.759
CHN,ESP,2014,26.346
CHN,ESP,2015,24.964
CHN,ESP,2016,23.449
CHN,ESP,2017,24.914
CHN,ESP,2018,26.097
CHN,ESP,2019,27.198
CHN,ESP,2020,26.793
CIV,ESP,2000,0.168
CIV,ESP,2001,0.18
CIV,ESP,2002,0.939
CIV,ESP,2003,0.631
CIV,ESP,2004,0.233
CIV,ESP,2005,0.235
CIV,ESP,2006,0.276
CIV,ESP,2007,0.238
CIV,ESP,2008,0.271
CIV,ESP,2009,0.205
CIV,ESP,2010,0.206
CIV,ESP,2011,0.152
CIV,ESP,2012,0.165
CIV,ESP,2013,0.166
CIV,ESP,2014,0.154
CIV,ESP,2015,0.136
CIV,ESP,2016,0.12
CIV,ESP,2017,0.138
CIV,ESP,2018,0.111
CIV,ESP,2019,0.124
CIV,ESP,2020,0.109
CMR,ESP,2000,0.285
CMR,ESP,2001,0.351
CMR,ESP,2002,0.325
CMR,ESP,2003,0.383
CMR,ESP,2004,0.316
CMR,ESP,2005,0.395
CMR,ESP,2006,0.432
CMR,ESP,2007,0.472
CMR,ESP,2008,0.478
CMR,ESP,2009,0.333
CMR,ESP,2010,0.403
CMR,ESP,2011,0.389
CMR,ESP,2012,0.362
CMR,ESP,2013,0.411
CMR,ESP,2014,0.598
CMR,ESP,2015,0.527
CMR,ESP,2016,0.453
CMR,ESP,2017,0.341
CMR,ESP,2018,0.282
CMR,ESP,2019,0.18
CMR,ESP,2020,0.162
COL,ESP,2000,0.894
COL,ESP,2001,0.722
COL,ESP,2002,0.744
COL,ESP,2003,0.73
COL,ESP,2004,0.74
COL,ESP,2005,0.82
COL,ESP,2006,1.089
COL,ESP,2007,0.91
COL,ESP,2008,0.839
COL,ESP,2009,0.619
COL,ESP,2010,0.636
COL,ESP,2011,1.153
COL,ESP,2012,1.727
COL,ESP,2013,1.539
COL,ESP,2014,2.229
COL,ESP,2015,1.612
COL,ESP,2016,1.432
COL,ESP,2017,1.305
COL,ESP,2018,1.219
COL,ESP,2019,0.725
COL,ESP,2020,0.631
CRI,ESP,2000,0.152
CRI,ESP,2001,0.15
CRI,ESP,2002,0.144
CRI,ESP,2003,0.141
CRI,ESP,2004,0.15
CRI,ESP,2005,0.117
CRI,ESP,2006,0.099
CRI,ESP,2007,0.117
CRI,ESP,2008,0.115
CRI,ESP,2009,0.104
CRI,ESP,2010,0.082
CRI,ESP,2011,0.094
CRI,ESP,2012,0.087
CRI,ESP,2013,0.094
CRI,ESP,2014,0.112
CRI,ESP,2015,0.115
CRI,ESP,2016,0.137
CRI,ESP,2017,0.149
CRI,ESP,2018,0.163
CRI,ESP,2019,0.149
CRI,ESP,2020,0.117
CYP,ESP,2000,0.15
CYP,ESP,2001,0.107
CYP,ESP,2002,0.095
CYP,ESP,2003,0.051
CYP,ESP,2004,0.029
CYP,ESP,2005,0.019
CYP,ESP,2006,0.013
CYP,ESP,2007,0.025
CYP,ESP,2008,0.025
CYP,ESP,2009,0.009
CYP,ESP,2010,0.008
CYP,ESP,2011,0.009
CYP,ESP,2012,0.011
CYP,ESP,2013,0.007
CYP,ESP,2014,0.01
CYP,ESP,2015,0.011
CYP,ESP,2016,0.012
CYP,ESP,2017,0.015
CYP,ESP,2018,0.016
CYP,ESP,2019,0.016
CYP,ESP,2020,0.013
CZE,ESP,2000,1.172
CZE,ESP,2001,1.235
CZE,ESP,2002,1.203
CZE,ESP,2003,1.386
CZE,ESP,2004,1.868
CZE,ESP,2005,2.003
CZE,ESP,2006,2.139
CZE,ESP,2007,2.37
CZE,ESP,2008,2.038
CZE,ESP,2009,1.777
CZE,ESP,2010,1.987
CZE,ESP,2011,1.934
CZE,ESP,2012,1.697
CZE,ESP,2013,1.718
CZE,ESP,2014,1.976
CZE,ESP,2015,2.046
CZE,ESP,2016,2.101
CZE,ESP,2017,2.182
CZE,ESP,2018,2.189
CZE,ESP,2019,2.007
CZE,ESP,2020,1.603
DEU,ESP,2000,16.548
DEU,ESP,2001,16.796
DEU,ESP,2002,17.023
DEU,ESP,2003,19.315
DEU,ESP,2004,21.005
DEU,ESP,2005,19.878
DEU,ESP,2006,21.52
DEU,ESP,2007,25.221
DEU,ESP,2008,22.575
DEU,ESP,2009,15.308
DEU,ESP,2010,16.18
DEU,ESP,2011,16.675
DEU,ESP,2012,14.8
DEU,ESP,2013,13.836
DEU,ESP,2014,14.705
DEU,ESP,2015,15.273
DEU,ESP,2016,14.872
DEU,ESP,2017,15.474
DEU,ESP,2018,15.654
DEU,ESP,2019,14.902
DEU,ESP,2020,11.561
DNK,ESP,2000,0.864
DNK,ESP,2001,0.923
DNK,ESP,2002,1.036
DNK,ESP,2003,1.144
DNK,ESP,2004,1.094
DNK,ESP,2005,1.199
DNK,ESP,2006,1.357
DNK,ESP,2007,1.397
DNK,ESP,2008,1.342
DNK,ESP,2009,1.128
DNK,ESP,2010,1.133
DNK,ESP,2011,0.971
DNK,ESP,2012,0.747
DNK,ESP,2013,0.645
DNK,ESP,2014,0.74
DNK,ESP,2015,0.806
DNK,ESP,2016,0.803
DNK,ESP,2017,0.796
DNK,ESP,2018,0.782
DNK,ESP,2019,0.823
DNK,ESP,2020,0.621
EGY,ESP,2000,1.356
EGY,ESP,2001,1.436
EGY,ESP,2002,1.266
EGY,ESP,2003,1.562
EGY,ESP,2004,2.238
EGY,ESP,2005,2.997
EGY,ESP,2006,2.994
EGY,ESP,2007,2.963
EGY,ESP,2008,2.393
EGY,ESP,2009,1.575
EGY,ESP,2010,1.545
EGY,ESP,2011,1.191
EGY,ESP,2012,0.866
EGY,ESP,2013,0.711
EGY,ESP,2014,0.495
EGY,ESP,2015,0.388
EGY,ESP,2016,0.492
EGY,ESP,2017,0.911
EGY,ESP,2018,1.0
EGY,ESP,2019,0.872
EGY,ESP,2020,0.648
EST,ESP,2000,0.089
EST,ESP,2001,0.072
EST,ESP,2002,0.081
EST,ESP,2003,0.068
EST,ESP,2004,0.075
EST,ESP,2005,0.079
EST,ESP,2006,0.073
EST,ESP,2007,0.089
EST,ESP,2008,0.076
EST,ESP,2009,0.07
EST,ESP,2010,0.057
EST,ESP,2011,0.107
EST,ESP,2012,0.077
EST,ESP,2013,0.068
EST,ESP,2014,0.087
EST,ESP,2015,0.135
EST,ESP,2016,0.105
EST,ESP,2017,0.114
EST,ESP,2018,0.107
EST,ESP,2019,0.1
EST,ESP,2020,0.098
FIN,ESP,2000,1.631
FIN,ESP,2001,1.527
FIN,ESP,2002,1.538
FIN,ESP,2003,1.746
FIN,ESP,2004,1.798
FIN,ESP,2005,1.533
FIN,ESP,2006,1.66
FIN,ESP,2007,1.954
FIN,ESP,2008,1.801
FIN,ESP,2009,1.046
FIN,ESP,2010,1.147
FIN,ESP,2011,1.024
FIN,ESP,2012,0.797
FIN,ESP,2013,0.756
FIN,ESP,2014,0.736
FIN,ESP,2015,0.743
FIN,ESP,2016,0.793
FIN,ESP,2017,0.734
FIN,ESP,2018,0.828
FIN,ESP,2019,0.762
FIN,ESP,2020,0.619
FRA,ESP,2000,19.983
FRA,ESP,2001,20.259
FRA,ESP,2002,19.727
FRA,ESP,2003,20.44
FRA,ESP,2004,20.338
FRA,ESP,2005,20.975
FRA,ESP,2006,20.214
FRA,ESP,2007,20.383
FRA,ESP,2008,18.94
FRA,ESP,2009,13.227
FRA,ESP,2010,13.912
FRA,ESP,2011,15.02
FRA,ESP,2012,13.29
FRA,ESP,2013,13.018
FRA,ESP,2014,13.607
FRA,ESP,2015,12.808
FRA,ESP,2016,12.529
FRA,ESP,2017,13.562
FRA,ESP,2018,14.129
FRA,ESP,2019,13.403
FRA,ESP,2020,10.046
GBR,ESP,2000,8.924
GBR,ESP,2001,8.979
GBR,ESP,2002,8.658
GBR,ESP,2003,9.31
GBR,ESP,2004,9.736
GBR,ESP,2005,9.476
GBR,ESP,2006,9.461
GBR,ESP,2007,9.869
GBR,ESP,2008,8.842
GBR,ESP,2009,7.531
GBR,ESP,2010,7.29
GBR,ESP,2011,6.876
GBR,ESP,2012,6.013
GBR,ESP,2013,5.138
GBR,ESP,2014,5.679
GBR,ESP,2015,5.805
GBR,ESP,2016,5.252
GBR,ESP,2017,5.258
GBR,ESP,2018,5.069
GBR,ESP,2019,5.102
GBR,ESP,2020,3.416
GRC,ESP,2000,0.83
GRC,ESP,2001,0.954
GRC,ESP,2002,0.722
GRC,ESP,2003,0.772
GRC,ESP,2004,0.734
GRC,ESP,2005,0.87
GRC,ESP,2006,0.921
GRC,ESP,2007,1.351
GRC,ESP,2008,0.62
GRC,ESP,2009,0.478
GRC,ESP,2010,0.686
GRC,ESP,2011,0.672
GRC,ESP,2012,0.894
GRC,ESP,2013,1.03
GRC,ESP,2014,0.627
GRC,ESP,2015,0.652
GRC,ESP,2016,0.609
GRC,ESP,2017,0.548
GRC,ESP,2018,0.852
GRC,ESP,2019,0.731
GRC,ESP,2020,0.628
HKG,ESP,2000,0.123
HKG,ESP,2001,0.124
HKG,ESP,2002,0.13
HKG,ESP,2003,0.185
HKG,ESP,2004,0.189
HKG,ESP,2005,0.28
HKG,ESP,2006,0.458
HKG,ESP,2007,0.437
HKG,ESP,2008,0.432
HKG,ESP,2009,0.282
HKG,ESP,2010,0.258
HKG,ESP,2011,0.194
HKG,ESP,2012,0.143
HKG,ESP,2013,0.132
HKG,ESP,2014,0.119
HKG,ESP,2015,0.099
HKG,ESP,2016,0.116
HKG,ESP,2017,0.117
HKG,ESP,2018,0.101
HKG,ESP,2019,0.115
HKG,ESP,2020,0.069
HRV,ESP,2000,0.103
HRV,ESP,2001,0.151
HRV,ESP,2002,0.129
HRV,ESP,2003,0.138
HRV,ESP,2004,0.104
HRV,ESP,2005,0.13
HRV,ESP,2006,0.119
HRV,ESP,2007,0.106
HRV,ESP,2008,0.089
HRV,ESP,2009,0.082
HRV,ESP,2010,0.093
HRV,ESP,2011,0.142
HRV,ESP,2012,0.088
HRV,ESP,2013,0.079
HRV,ESP,2014,0.096
HRV,ESP,2015,0.116
HRV,ESP,2016,0.101
HRV,ESP,2017,0.108
HRV,ESP,2018,0.128
HRV,ESP,2019,0.132
HRV,ESP,2020,0.124
HUN,ESP,2000,1.162
HUN,ESP,2001,1.31
HUN,ESP,2002,1.362
HUN,ESP,2003,1.732
HUN,ESP,2004,1.842
HUN,ESP,2005,1.871
HUN,ESP,2006,1.948
HUN,ESP,2007,1.979
HUN,ESP,2008,1.722
HUN,ESP,2009,1.657
HUN,ESP,2010,1.678
HUN,ESP,2011,1.566
HUN,ESP,2012,1.3
HUN,ESP,2013,1.269
HUN,ESP,2014,1.326
HUN,ESP,2015,1.48
HUN,ESP,2016,1.416
HUN,ESP,2017,1.351
HUN,ESP,2018,1.422
HUN,ESP,2019,1.422
HUN,ESP,2020,1.178
IDN,ESP,2000,2.648
IDN,ESP,2001,2.725
IDN,ESP,2002,2.663
IDN,ESP,2003,2.885
IDN,ESP,2004,2.718
IDN,ESP,2005,2.645
IDN,ESP,2006,2.695
IDN,ESP,2007,2.596
IDN,ESP,2008,2.907
IDN,ESP,2009,2.623
IDN,ESP,2010,2.548
IDN,ESP,2011,2.963
IDN,ESP,2012,2.635
IDN,ESP,2013,2.035
IDN,ESP,2014,2.069
IDN,ESP,2015,1.748
IDN,ESP,2016,1.755
IDN,ESP,2017,2.113
IDN,ESP,2018,2.572
IDN,ESP,2019,2.208
IDN,ESP,2020,1.54
IND,ESP,2000,2.264
IND,ESP,2001,2.509
IND,ESP,2002,2.615
IND,ESP,2003,3.151
IND,ESP,2004,4.225
IND,ESP,2005,4.458
IND,ESP,2006,5.146
IND,ESP,2007,6.263
IND,ESP,2008,6.308
IND,ESP,2009,5.12
IND,ESP,2010,5.799
IND,ESP,2011,6.136
IND,ESP,2012,6.098
IND,ESP,2013,5.138
IND,ESP,2014,5.336
IND,ESP,2015,5.302
IND,ESP,2016,6.447
IND,ESP,2017,5.856
IND,ESP,2018,6.939
IND,ESP,2019,7.165
IND,ESP,2020,5.502
IRL,ESP,2000,1.959
IRL,ESP,2001,1.654
IRL,ESP,2002,1.494
IRL,ESP,2003,1.717
IRL,ESP,2004,2.059
IRL,ESP,2005,2.401
IRL,ESP,2006,2.628
IRL,ESP,2007,2.38
IRL,ESP,2008,2.34
IRL,ESP,2009,2.223
IRL,ESP,2010,2.174
IRL,ESP,2011,1.881
IRL,ESP,2012,1.723
IRL,ESP,2013,1.691
IRL,ESP,2014,1.623
IRL,ESP,2015,1.506
IRL,ESP,2016,1.589
IRL,ESP,2017,1.824
IRL,ESP,2018,2.142
IRL,ESP,2019,2.207
IRL,ESP,2020,1.986
ISL,ESP,2000,0.085
ISL,ESP,2001,0.101
ISL,ESP,2002,0.122
ISL,ESP,2003,0.131
ISL,ESP,2004,0.137
ISL,ESP,2005,0.128
ISL,ESP,2006,0.132
ISL,ESP,2007,0.118
ISL,ESP,2008,0.101
ISL,ESP,2009,0.099
ISL,ESP,2010,0.073
ISL,ESP,2011,0.075
ISL,ESP,2012,0.065
ISL,ESP,2013,0.07
ISL,ESP,2014,0.085
ISL,ESP,2015,0.079
ISL,ESP,2016,0.091
ISL,ESP,2017,0.094
ISL,ESP,2018,0.125
ISL,ESP,2019,0.106
ISL,ESP,2020,0.056
ISR,ESP,2000,0.655
ISR,ESP,2001,0.769
ISR,ESP,2002,0.632
ISR,ESP,2003,0.927
ISR,ESP,2004,1.026
ISR,ESP,2005,0.906
ISR,ESP,2006,0.892
ISR,ESP,2007,1.061
ISR,ESP,2008,0.78
ISR,ESP,2009,0.53
ISR,ESP,2010,0.698
ISR,ESP,2011,0.554
ISR,ESP,2012,0.605
ISR,ESP,2013,0.513
ISR,ESP,2014,0.474
ISR,ESP,2015,0.409
ISR,ESP,2016,0.358
ISR,ESP,2017,0.285
ISR,ESP,2018,0.329
ISR,ESP,2019,0.478
ISR,ESP,2020,0.285
ITA,ESP,2000,13.18
ITA,ESP,2001,13.525
ITA,ESP,2002,13.182
ITA,ESP,2003,14.656
ITA,ESP,2004,16.598
ITA,ESP,2005,16.779
ITA,ESP,2006,17.876
ITA,ESP,2007,20.883
ITA,ESP,2008,18.765
ITA,ESP,2009,11.232
ITA,ESP,2010,12.846
ITA,ESP,2011,12.031
ITA,ESP,2012,10.292
ITA,ESP,2013,8.534
ITA,ESP,2014,8.842
ITA,ESP,2015,9.139
ITA,ESP,2016,8.924
ITA,ESP,2017,9.693
ITA,ESP,2018,9.928
ITA,ESP,2019,8.974
ITA,ESP,2020,7.003
JOR,ESP,2000,0.052
JOR,ESP,2001,0.058
JOR,ESP,2002,0.06
JOR,ESP,2003,0.069
JOR,ESP,2004,0.074
JOR,ESP,2005,0.116
JOR,ESP,2006,0.107
JOR,ESP,2007,0.092
JOR,ESP,2008,0.082
JOR,ESP,2009,0.053
JOR,ESP,2010,0.088
JOR,ESP,2011,0.081
JOR,ESP,2012,0.088
JOR,ESP,2013,0.081
JOR,ESP,2014,0.096
JOR,ESP,2015,0.073
JOR,ESP,2016,0.06
JOR,ESP,2017,0.072
JOR,ESP,2018,0.092
JOR,ESP,2019,0.102
JOR,ESP,2020,0.088
JPN,ESP,2000,1.796
JPN,ESP,2001,1.736
JPN,ESP,2002,1.852
JPN,ESP,2003,2.405
JPN,ESP,2004,2.965
JPN,ESP,2005,2.932
JPN,ESP,2006,3.08
JPN,ESP,2007,3.437
JPN,ESP,2008,2.926
JPN,ESP,2009,1.458
JPN,ESP,2010,1.497
JPN,ESP,2011,1.347
JPN,ESP,2012,1.089
JPN,ESP,2013,1.042
JPN,ESP,2014,1.282
JPN,ESP,2015,1.274
JPN,ESP,2016,1.279
JPN,ESP,2017,1.386
JPN,ESP,2018,1.559
JPN,ESP,2019,1.503
JPN,ESP,2020,1.067
KAZ,ESP,2000,0.757
KAZ,ESP,2001,0.763
KAZ,ESP,2002,1.523
KAZ,ESP,2003,1.935
KAZ,ESP,2004,2.772
KAZ,ESP,2005,2.521
KAZ,ESP,2006,2.667
KAZ,ESP,2007,2.342
KAZ,ESP,2008,2.432
KAZ,ESP,2009,0.918
KAZ,ESP,2010,1.069
KAZ,ESP,2011,1.808
KAZ,ESP,2012,1.651
KAZ,ESP,2013,2.366
KAZ,ESP,2014,3.267
KAZ,ESP,2015,2.184
KAZ,ESP,2016,1.919
KAZ,ESP,2017,3.406
KAZ,ESP,2018,4.836
KAZ,ESP,2019,2.404
KAZ,ESP,2020,2.894
KHM,ESP,2000,0.158
KHM,ESP,2001,0.403
KHM,ESP,2002,0.161
KHM,ESP,2003,0.079
KHM,ESP,2004,0.089
KHM,ESP,2005,0.057
KHM,ESP,2006,0.083
KHM,ESP,2007,0.085
KHM,ESP,2008,0.077
KHM,ESP,2009,0.069
KHM,ESP,2010,0.068
KHM,ESP,2011,0.076
KHM,ESP,2012,0.054
KHM,ESP,2013,0.08
KHM,ESP,2014,0.087
KHM,ESP,2015,0.107
KHM,ESP,2016,0.123
KHM,ESP,2017,0.146
KHM,ESP,2018,0.161
KHM,ESP,2019,0.165
KHM,ESP,2020,0.126
KOR,ESP,2000,2.022
KOR,ESP,2001,2.277
KOR,ESP,2002,2.457
KOR,ESP,2003,2.499
KOR,ESP,2004,3.118
KOR,ESP,2005,3.356
KOR,ESP,2006,3.775
KOR,ESP,2007,3.434
KOR,ESP,2008,2.879
KOR,ESP,2009,2.328
KOR,ESP,2010,1.762
KOR,ESP,2011,1.766
KOR,ESP,2012,1.451
KOR,ESP,2013,1.357
KOR,ESP,2014,1.435
KOR,ESP,2015,1.576
KOR,ESP,2016,1.586
KOR,ESP,2017,2.551
KOR,ESP,2018,2.171
KOR,ESP,2019,2.36
KOR,ESP,2020,1.5
LAO,ESP,2000,0.123
LAO,ESP,2001,0.077
LAO,ESP,2002,0.06
LAO,ESP,2003,0.022
LAO,ESP,2004,0.012
LAO,ESP,2005,0.018
LAO,ESP,2006,0.009
LAO,ESP,2007,0.016
LAO,ESP,2008,0.023
LAO,ESP,2009,0.014
LAO,ESP,2010,0.015
LAO,ESP,2011,0.028
LAO,ESP,2012,0.02
LAO,ESP,2013,0.021
LAO,ESP,2014,0.017
LAO,ESP,2015,0.021
LAO,ESP,2016,0.013
LAO,ESP,2017,0.013
LAO,ESP,2018,0.01
LAO,ESP,2019,0.008
LAO,ESP,2020,0.006
LTU,ESP,2000,0.212
LTU,ESP,2001,0.306
LTU,ESP,2002,0.279
LTU,ESP,2003,0.337
LTU,ESP,2004,0.227
LTU,ESP,2005,0.444
LTU,ESP,2006,0.465
LTU,ESP,2007,0.243
LTU,ESP,2008,0.553
LTU,ESP,2009,0.392
LTU,ESP,2010,0.219
LTU,ESP,2011,0.312
LTU,ESP,2012,0.385
LTU,ESP,2013,0.238
LTU,ESP,2014,0.22
LTU,ESP,2015,0.462
LTU,ESP,2016,0.369
LTU,ESP,2017,0.38
LTU,ESP,2018,0.366
LTU,ESP,2019,0.44
LTU,ESP,2020,0.394
LUX,ESP,2000,0.372
LUX,ESP,2001,0.277
LUX,ESP,2002,0.278
LUX,ESP,2003,0.271
LUX,ESP,2004,0.348
LUX,ESP,2005,0.37
LUX,ESP,2006,0.382
LUX,ESP,2007,0.389
LUX,ESP,2008,0.424
LUX,ESP,2009,0.27
LUX,ESP,2010,0.399
LUX,ESP,2011,0.43
LUX,ESP,2012,0.306
LUX,ESP,2013,0.307
LUX,ESP,2014,0.337
LUX,ESP,2015,0.358
LUX,ESP,2016,0.35
LUX,ESP,2017,0.351
LUX,ESP,2018,0.365
LUX,ESP,2019,0.365
LUX,ESP,2020,0.293
LVA,ESP,2000,0.105
LVA,ESP,2001,0.091
LVA,ESP,2002,0.103
LVA,ESP,2003,0.079
LVA,ESP,2004,0.077
LVA,ESP,2005,0.085
LVA,ESP,2006,0.077
LVA,ESP,2007,0.063
LVA,ESP,2008,0.064
LVA,ESP,2009,0.083
LVA,ESP,2010,0.07
LVA,ESP,2011,0.057
LVA,ESP,2012,0.061
LVA,ESP,2013,0.042
LVA,ESP,2014,0.103
LVA,ESP,2015,0.097
LVA,ESP,2016,0.135
LVA,ESP,2017,0.132
LVA,ESP,2018,0.11
LVA,ESP,2019,0.126
LVA,ESP,2020,0.064
MAR,ESP,2000,1.475
MAR,ESP,2001,1.81
MAR,ESP,2002,2.139
MAR,ESP,2003,2.138
MAR,ESP,2004,2.521
MAR,ESP,2005,3.019
MAR,ESP,2006,3.04
MAR,ESP,2007,2.896
MAR,ESP,2008,2.649
MAR,ESP,2009,2.164
MAR,ESP,2010,2.153
MAR,ESP,2011,2.407
MAR,ESP,2012,2.143
MAR,ESP,2013,2.062
MAR,ESP,2014,2.524
MAR,ESP,2015,2.831
MAR,ESP,2016,3.398
MAR,ESP,2017,3.974
MAR,ESP,2018,4.191
MAR,ESP,2019,4.412
MAR,ESP,2020,3.902
MEX,ESP,2000,1.82
MEX,ESP,2001,1.452
MEX,ESP,2002,1.374
MEX,ESP,2003,1.984
MEX,ESP,2004,1.925
MEX,ESP,2005,2.413
MEX,ESP,2006,2.468
MEX,ESP,2007,3.097
MEX,ESP,2008,3.591
MEX,ESP,2009,3.376
MEX,ESP,2010,3.321
MEX,ESP,2011,2.942
MEX,ESP,2012,3.085
MEX,ESP,2013,3.24
MEX,ESP,2014,2.585
MEX,ESP,2015,2.768
MEX,ESP,2016,3.678
MEX,ESP,2017,3.407
MEX,ESP,2018,4.43
MEX,ESP,2019,3.371
MEX,ESP,2020,2.637
MLT,ESP,2000,0.023
MLT,ESP,2001,0.029
MLT,ESP,2002,0.035
MLT,ESP,2003,0.034
MLT,ESP,2004,0.031
MLT,ESP,2005,0.036
MLT,ESP,2006,0.035
MLT,ESP,2007,0.036
MLT,ESP,2008,0.055
MLT,ESP,2009,0.049
MLT,ESP,2010,0.056
MLT,ESP,2011,0.056
MLT,ESP,2012,0.044
MLT,ESP,2013,0.033
MLT,ESP,2014,0.043
MLT,ESP,2015,0.049
MLT,ESP,2016,0.042
MLT,ESP,2017,0.05
MLT,ESP,2018,0.05
MLT,ESP,2019,0.043
MLT,ESP,2020,0.044
MMR,ESP,2000,0.026
MMR,ESP,2001,0.034
MMR,ESP,2002,0.043
MMR,ESP,2003,0.043
MMR,ESP,2004,0.098
MMR,ESP,2005,0.091
MMR,ESP,2006,0.12
MMR,ESP,2007,0.119
MMR,ESP,2008,0.13
MMR,ESP,2009,0.107
MMR,ESP,2010,0.085
MMR,ESP,2011,0.115
MMR,ESP,2012,0.028
MMR,ESP,2013,0.04
MMR,ESP,2014,0.047
MMR,ESP,2015,0.078
MMR,ESP,2016,0.128
MMR,ESP,2017,0.169
MMR,ESP,2018,0.268
MMR,ESP,2019,0.277
MMR,ESP,2020,0.249
MYS,ESP,2000,1.024
MYS,ESP,2001,0.95
MYS,ESP,2002,1.017
MYS,ESP,2003,1.14
MYS,ESP,2004,1.505
MYS,ESP,2005,1.387
MYS,ESP,2006,1.423
MYS,ESP,2007,1.625
MYS,ESP,2008,1.521
MYS,ESP,2009,1.064
MYS,ESP,2010,0.956
MYS,ESP,2011,0.878
MYS,ESP,2012,0.641
MYS,ESP,2013,0.634
MYS,ESP,2014,0.716
MYS,ESP,2015,0.814
MYS,ESP,2016,0.707
MYS,ESP,2017,0.817
MYS,ESP,2018,0.943
MYS,ESP,2019,1.152
MYS,ESP,2020,1.001
NGA,ESP,2000,8.202
NGA,ESP,2001,6.794
NGA,ESP,2002,4.848
NGA,ESP,2003,6.696
NGA,ESP,2004,3.92
NGA,ESP,2005,3.963
NGA,ESP,2006,8.07
NGA,ESP,2007,5.782
NGA,ESP,2008,6.531
NGA,ESP,2009,5.14
NGA,ESP,2010,6.325
NGA,ESP,2011,8.104
NGA,ESP,2012,8.57
NGA,ESP,2013,5.544
NGA,ESP,2014,7.63
NGA,ESP,2015,5.872
NGA,ESP,2016,6.672
NGA,ESP,2017,8.512
NGA,ESP,2018,9.266
NGA,ESP,2019,8.231
NGA,ESP,2020,6.776
NLD,ESP,2000,4.71
NLD,ESP,2001,4.728
NLD,ESP,2002,4.93
NLD,ESP,2003,5.379
NLD,ESP,2004,5.335
NLD,ESP,2005,5.251
NLD,ESP,2006,5.018
NLD,ESP,2007,5.182
NLD,ESP,2008,4.814
NLD,ESP,2009,4.334
NLD,ESP,2010,4.151
NLD,ESP,2011,4.014
NLD,ESP,2012,4.037
NLD,ESP,2013,3.51
NLD,ESP,2014,3.711
NLD,ESP,2015,4.185
NLD,ESP,2016,4.228
NLD,ESP,2017,4.304
NLD,ESP,2018,4.338
NLD,ESP,2019,4.494
NLD,ESP,2020,3.729
NOR,ESP,2000,1.174
NOR,ESP,2001,1.142
NOR,ESP,2002,1.052
NOR,ESP,2003,1.312
NOR,ESP,2004,1.505
NOR,ESP,2005,1.347
NOR,ESP,2006,1.076
NOR,ESP,2007,1.436
NOR,ESP,2008,1.313
NOR,ESP,2009,1.148
NOR,ESP,2010,0.934
NOR,ESP,2011,0.844
NOR,ESP,2012,0.844
NOR,ESP,2013,0.95
NOR,ESP,2014,1.076
NOR,ESP,2015,0.904
NOR,ESP,2016,0.895
NOR,ESP,2017,1.225
NOR,ESP,2018,1.051
NOR,ESP,2019,1.095
NOR,ESP,2020,0.765
NZL,ESP,2000,0.299
NZL,ESP,2001,0.35
NZL,ESP,2002,0.38
NZL,ESP,2003,0.387
NZL,ESP,2004,0.431
NZL,ESP,2005,0.419
NZL,ESP,2006,0.403
NZL,ESP,2007,0.328
NZL,ESP,2008,0.373
NZL,ESP,2009,0.301
NZL,ESP,2010,0.243
NZL,ESP,2011,0.244
NZL,ESP,2012,0.171
NZL,ESP,2013,0.174
NZL,ESP,2014,0.203
NZL,ESP,2015,0.208
NZL,ESP,2016,0.218
NZL,ESP,2017,0.199
